Trait,Stratum,Feature,Total width (bp),Proportion of SNPs,Coefficient,Coefficient_std_error,Coefficient_z-score,Coefficient_p,Coefficient_holm,Proportion of h2,Proportion of h2 standard error,Enrichment,Enrichment_std_error
Openness,Brain-linked (non-sig),DARs (NeuN+),118141333,0.0415251717765,1.65181196203e-7,8.55801893893e-8,1.93013356691,0.026795145149618643,0.10718058059847457,0.414768534632,0.204166490138,9.9883640907,4.91669224724
PTSD,Brain-linked (non-sig),DARs (NeuN+),118141333,0.0415251717765,-7.08402048196e-8,1.20477482883e-7,-0.587995392373,0.7217323072276818,1,-0.917915889708,1.78083593633,-22.105047383,42.8856970399
Schizophrenia,Brain-linked (sig),DARs (NeuN+),118141333,0.0415251717765,2.18423332129e-7,3.99996800729e-8,5.46062697829,2.3722800036105215e-8,1.1861400018052607e-7,0.144862938644,0.0213550664653,3.48855724001,0.514267986181
Subjective well-being,Brain-linked (non-sig),DARs (NeuN+),118141333,0.0415251717765,1.03111262915e-8,6.14588505653e-9,1.6777284633,0.04670006010543827,0.14010018031631483,0.152153115058,0.061047445818,3.66411765559,1.47013108451
Years of education,Brain-linked (sig),DARs (NeuN+),118141333,0.0415251717765,1.22529846227e-8,7.04329791279e-9,1.73966581769,0.04095885740384024,0.07377022035942547,0.157406411737,0.0481987891251,3.79062638402,1.16071257657
ADHD,Brain-linked (sig),DARs (NeuN+ vs. NeuN-),275831870,0.0983238613451,4.37001626212e-8,1.35952843207e-8,3.21436180298,6.536741467455479e-4,0.0032683707337277396,0.254372169432,0.0568862735054,2.58708482308,0.578560206314
Alzheimers disease,Brain-linked (non-sig),DARs (NeuN+ vs. NeuN-),275831870,0.0983238613451,-4.47712643427e-8,2.32992279248e-8,-1.92157716501,0.9726705079111194,1,0.122921481341,0.192491077963,1.25016938574,1.95772496452
Anorexia nervosa,Brain-linked (non-sig),DARs (NeuN+ vs. NeuN-),275831870,0.0983238613451,1.12621039921e-7,7.05459320565e-8,1.596421461,0.05519736391001045,0.2759868195500522,0.352021938826,0.157119772248,3.5802289903,1.59798211846
Anxiety disorder,Brain-linked (non-sig),DARs (NeuN+ vs. NeuN-),275831870,0.0983238613451,9.00190012547e-9,4.77486186663e-8,0.188526922389,0.42523180643719005,0.43742494506173557,0.599954492802,0.430458216873,6.10181988985,4.37796289714
Autism spectrum disorder,Brain-linked (non-sig),DARs (NeuN+ vs. NeuN-),275831870,0.0983238613451,9.9253795064e-8,7.03979613027e-8,1.40989587237,0.07928521582949441,0.31714086331797764,0.243095126629,0.0811972478531,2.47239198403,0.825814270741
Bipolar disorder,Brain-linked (sig),DARs (NeuN+ vs. NeuN-),275831870,0.0983238613451,1.46318077496e-7,7.22126244443e-8,2.02621187946,0.021371538401337233,0.10685769200668617,0.33298823083,0.095157966132,3.38664721131,0.967801353915
BMI,Brain-linked (sig),DARs (NeuN+ vs. NeuN-),275831870,0.0983238613451,4.98455768424e-8,1.06974206866e-8,4.65958835336,1.5842118818242558e-6,7.92105940912128e-6,0.288200657918,0.0322136758607,2.93113649093,0.32762826256
Childhood cognitive performance,Brain-linked (non-sig),DARs (NeuN+ vs. NeuN-),275831870,0.0983238613451,5.06887385037e-8,5.2663932436e-8,0.962494370608,0.16790066480595467,0.8218318387055529,0.156862431238,0.137970968404,1.59536483913,1.40322976047
Cigarettes per day,Brain-linked (non-sig),DARs (NeuN+ vs. NeuN-),275831870,0.0983238613451,1.96915540208e-8,3.27934544433e-8,0.600472086734,0.27409582911866326,1,0.181149733428,0.21664284921,1.84237814656,2.20335985839
College attainment,Brain-linked (sig),DARs (NeuN+ vs. NeuN-),275831870,0.0983238613451,3.60371174103e-8,1.00182637524e-8,3.59714200992,1.6086642488363182e-4,8.043321244181591e-4,0.36188123778,0.0677235080231,3.68050270636,0.688779987855
Conscientiousness,Brain-linked (non-sig),DARs (NeuN+ vs. NeuN-),275831870,0.0983238613451,2.52764541043e-8,6.45562245682e-8,0.391541702963,0.3476984347526536,0.7481320682349578,0.613065994955,0.374877240928,6.23517004487,3.81267818208
Coronary artery disease,Non-brain-linked,DARs (NeuN+ vs. NeuN-),275831870,0.0983238613451,-3.49367684296e-9,2.21971991706e-8,-0.157392687974,0.5625323121059965,1,0.313390986161,0.116118620591,3.18733399882,1.1809810864
Crohns disease,Non-brain-linked,DARs (NeuN+ vs. NeuN-),275831870,0.0983238613451,-1.09930846743e-7,8.98637769515e-8,-1.22330543487,0.8893928224082236,1,0.286040781308,0.0796147259205,2.90916952808,0.809719277003
Depressive symptoms,Brain-linked (sig),DARs (NeuN+ vs. NeuN-),275831870,0.0983238613451,1.39114611506e-8,5.98437714251e-9,2.32462975165,0.01004588325519461,0.05022941627597305,0.259388066288,0.069874291271,2.63809885759,0.710654466934
Epilepsy,Brain-linked (sig),DARs (NeuN+ vs. NeuN-),275831870,0.0983238613451,5.82323391523e-8,3.04524574524e-8,1.91223776417,0.027922852180770712,0.13961426090385357,0.330810706645,0.168738245471,3.36450076431,1.71614746576
Ever smoked,Brain-linked (sig),DARs (NeuN+ vs. NeuN-),275831870,0.0983238613451,4.57226114946e-8,1.4170874851e-8,3.22652002614,6.265273144144082e-4,0.002506109257657633,0.432652605148,0.109040477913,4.40028085989,1.10899304016
Extraversion,Brain-linked (non-sig),DARs (NeuN+ vs. NeuN-),275831870,0.0983238613451,2.94353964928e-8,1.50069448243e-8,1.96145163705,0.024913180710235544,0.12456590355117772,0.983596324757,0.622800450396,10.0036380925,6.33417404357
Focal epilepsy,Brain-linked (sig),DARs (NeuN+ vs. NeuN-),275831870,0.0983238613451,4.70071458473e-8,3.20756440654e-8,1.46550902459,0.07139104599922379,0.28556418399689515,0.172155767947,0.377574959781,1.75090527967,3.84011525397
Generalized epilepsy,Brain-linked (sig),DARs (NeuN+ vs. NeuN-),275831870,0.0983238613451,1.32974173378e-7,5.10662783762e-8,2.60395269846,0.004607773721532668,0.01843109488613067,0.301974011599,0.0982186992206,3.07121798786,0.998930451642
Height,Non-brain-linked,DARs (NeuN+ vs. NeuN-),275831870,0.0983238613451,-2.90586761833e-8,2.80040477183e-8,-1.03765985816,0.8502857801867687,1,0.307165041418,0.0362890774013,3.12401320712,0.369077016554
Intracarebral hemorrhage,Brain-linked (non-sig),DARs (NeuN+ vs. NeuN-),275831870,0.0983238613451,-4.43457257341e-7,3.36299991837e-7,-1.31863594441,0.9063545745459078,1,-0.444133298832,0.739800246798,-4.51704492436,7.52411710319
IQ,Brain-linked (sig),DARs (NeuN+ vs. NeuN-),275831870,0.0983238613451,1.02850859448e-7,1.62995951626e-8,6.31002539766,1.3949484051579258e-10,6.974742025789629e-10,0.360172409226,0.0419221019957,3.66312311477,0.426367530955
Ischemic stroke,Brain-linked (non-sig),DARs (NeuN+ vs. NeuN-),275831870,0.0983238613451,3.93783970274e-8,3.13307203705e-8,1.25686216473,0.10440177550328476,0.41760710201313905,0.459615441651,0.230304470061,4.674505612,2.3423049798
Major depressive disorder,Brain-linked (non-sig),DARs (NeuN+ vs. NeuN-),275831870,0.0983238613451,5.84823705456e-8,5.49756041433e-8,1.06378768286,0.14371244618070317,0.7185622309035158,0.319119863151,0.201294781771,3.24559937725,2.04726278054
Neuroticism,Brain-linked (sig),DARs (NeuN+ vs. NeuN-),275831870,0.0983238613451,4.05181214219e-8,9.85323401466e-9,4.11216473308,1.9598322312216502e-5,9.799161156108251e-5,0.284739763447,0.0496404447749,2.8959375634,0.504866713896
Openness,Brain-linked (non-sig),DARs (NeuN+ vs. NeuN-),275831870,0.0983238613451,1.12267053276e-7,5.29486450316e-8,2.12030077841,0.016990344035905585,0.08495172017952793,0.614585683172,0.26348066123,6.25062599012,2.67972247657
PTSD,Brain-linked (non-sig),DARs (NeuN+ vs. NeuN-),275831870,0.0983238613451,2.16827450615e-8,7.05255801259e-8,0.307445114565,0.37925229669306904,1,-0.430313773318,1.46974796917,-4.37649383813,14.9480293905
Schizophrenia,Brain-linked (sig),DARs (NeuN+ vs. NeuN-),275831870,0.0983238613451,1.51702488776e-7,2.91291838792e-8,5.20792101161,9.548409016878293e-8,3.819363606751317e-7,0.245951130511,0.0288781355729,2.50143888927,0.293704246129
Subjective well-being,Brain-linked (non-sig),DARs (NeuN+ vs. NeuN-),275831870,0.0983238613451,7.3557366362e-9,3.96224734253e-9,1.85645569302,0.031694316385921274,0.1267772655436851,0.278790222625,0.0788098798617,2.83542792982,0.801533613343
Years of education,Brain-linked (sig),DARs (NeuN+ vs. NeuN-),275831870,0.0983238613451,9.86332324257e-9,4.50440324373e-9,2.18970698423,0.014272747119836336,0.05709098847934534,0.31250870599,0.0626173532934,3.17836079375,0.636847988238
