Trait,Stratum,Feature,Total width (bp),Proportion of SNPs,Coefficient,Coefficient_std_error,Coefficient_z-score,Coefficient_p,Coefficient_holm,Proportion of h2,Proportion of h2 standard error,Enrichment,Enrichment_std_error
PTSD,Brain-linked (non-sig),DARs (NeuN+),118141333,0.0415251717765,-8.35198226493e-8,1.20212075095e-7,-0.694770659129,0.7564004807193503,1,-0.825491357345,2.05386652534,-19.879300242,49.460759281
Schizophrenia,Brain-linked (sig),DARs (NeuN+),118141333,0.0415251717765,1.78391625837e-7,4.04222062148e-8,4.41320854407,5.092490077173387e-6,1.862295747034763e-5,0.176768657498,0.0217086823017,4.25690370289,0.522783684521
Subjective well-being,Brain-linked (non-sig),DARs (NeuN+),118141333,0.0415251717765,8.7443695365e-9,6.09721822826e-9,1.43415721877,0.07576370120831442,0.2697352392139963,0.168461029535,0.0595878361401,4.0568412442,1.43498108716
Years of education,Brain-linked (sig),DARs (NeuN+),118141333,0.0415251717765,9.58162602512e-9,6.87587333747e-9,1.39351403885,0.08173220136155523,0.17200325253163018,0.173308802964,0.047920634749,4.17358425143,1.15401412442
ADHD,Brain-linked (sig),DARs (NeuN+ vs. NeuN-),275831870,0.0983238613451,3.78563435136e-8,1.36459383391e-8,2.77418397863,0.002767018593864644,0.011068074375458576,0.296037975542,0.0559528896865,3.01084570411,0.569067253066
Alzheimers disease,Brain-linked (non-sig),DARs (NeuN+ vs. NeuN-),275831870,0.0983238613451,-4.19183119071e-8,2.22972629003e-8,-1.87997567659,0.9699443035170059,1,0.158141204461,0.186094429648,1.60837056537,1.89266803706
Anorexia nervosa,Brain-linked (non-sig),DARs (NeuN+ vs. NeuN-),275831870,0.0983238613451,1.10102315192e-7,6.96402200763e-8,1.5810161867900001,0.05693716835333672,0.45549734682669374,0.349060428891,0.153352194885,3.5501090388,1.5596640814
Anxiety disorder,Brain-linked (non-sig),DARs (NeuN+ vs. NeuN-),275831870,0.0983238613451,4.30312147764e-9,4.79019377155e-8,0.089831887453,0.4642104040498186,1,0.636372970072,0.421412769968,6.47221296404,4.28596643992
Autism spectrum disorder,Brain-linked (non-sig),DARs (NeuN+ vs. NeuN-),275831870,0.0983238613451,9.38908729621e-8,7.02171240205e-8,1.3371506491,0.09058673358915932,0.543520401534956,0.256593043515,0.0836913401617,2.60967215898,0.851180364734
Bipolar disorder,Brain-linked (sig),DARs (NeuN+ vs. NeuN-),275831870,0.0983238613451,1.30776633839e-7,7.07080762575e-8,1.84952894719,0.03219073595145273,0.13083403603093946,0.41527815473,0.0926949206154,4.22357451232,0.942751020427
BMI,Brain-linked (sig),DARs (NeuN+ vs. NeuN-),275831870,0.0983238613451,4.74206983461e-8,1.09345038999e-8,4.33679468043,7.228777875553613e-6,4.337266725332168e-5,0.309508537144,0.0293851731235,3.14784766291,0.298861056935
Childhood cognitive performance,Brain-linked (non-sig),DARs (NeuN+ vs. NeuN-),275831870,0.0983238613451,3.79394371001e-8,5.21702111635e-8,0.727224142935,0.23354432936228356,1,0.211342478081,0.134631952236,2.14945258648,1.36927039271
Cigarettes per day,Brain-linked (non-sig),DARs (NeuN+ vs. NeuN-),275831870,0.0983238613451,1.45398580562e-8,3.20218151564e-8,0.454061020126,0.32489245403966655,1,0.219156809812,0.211850757381,2.22892802229,2.15462202647
College attainment,Brain-linked (sig),DARs (NeuN+ vs. NeuN-),275831870,0.0983238613451,3.19784779538e-8,9.99097929953e-9,3.20073508263,6.853874958067611e-4,0.0041123249748405664,0.405028533314,0.0659830379854,4.1193310329,0.671078587463
Conscientiousness,Brain-linked (non-sig),DARs (NeuN+ vs. NeuN-),275831870,0.0983238613451,1.80802033755e-8,6.43262921689e-8,0.281070193321,0.3893282811335887,1,0.627974683073,0.386561953693,6.386798428,3.93151721672
Coronary artery disease,Non-brain-linked,DARs (NeuN+ vs. NeuN-),275831870,0.0983238613451,-4.37783821266e-9,2.18846631851e-8,-0.200041379464,0.5792758905092197,1,0.301325229364,0.112247667668,3.06461956683,1.14161167119
Crohns disease,Non-brain-linked,DARs (NeuN+ vs. NeuN-),275831870,0.0983238613451,-1.09730067576e-7,9.02127285611e-8,-1.21634795141,0.8880737988852948,1,0.248213786079,0.079742968227,2.52445116255,0.811023561688
Depressive symptoms,Brain-linked (sig),DARs (NeuN+ vs. NeuN-),275831870,0.0983238613451,1.01525268797e-8,5.89365277431e-9,1.72262046451,0.04247859088557888,0.1699143635423155,0.313992797764,0.0686563135466,3.1934547064,0.698267059566
Epilepsy,Brain-linked (sig),DARs (NeuN+ vs. NeuN-),275831870,0.0983238613451,5.46478893608e-8,3.0714884249e-8,1.77919893553,0.037603576420944015,0.15041430568377606,0.465526332124,0.168654301792,4.73462215331,1.71529371899
Ever smoked,Brain-linked (sig),DARs (NeuN+ vs. NeuN-),275831870,0.0983238613451,4.20057468911e-8,1.42298484658e-8,2.95194618495,0.0015788897990990747,0.007894448995495374,0.495793451144,0.107645300197,5.04245301559,1.09480342537
Extraversion,Brain-linked (non-sig),DARs (NeuN+ vs. NeuN-),275831870,0.0983238613451,2.69921585595e-8,1.50625027941e-8,1.79201019435,0.036565666519618664,0.2925253321569493,0.969452639711,0.634404338582,9.85979015113,6.45219105417
Focal epilepsy,Brain-linked (sig),DARs (NeuN+ vs. NeuN-),275831870,0.0983238613451,4.47023610519e-8,3.20073529742e-8,1.3966278651,0.08126275318007295,0.3250510127202918,0.337085173602,0.369211431435,3.42831504979,3.75505422981
Generalized epilepsy,Brain-linked (sig),DARs (NeuN+ vs. NeuN-),275831870,0.0983238613451,1.27547105701e-7,5.09533716415e-8,2.50321228196,0.00615358506236886,0.028690011884631907,0.37215512457,0.0940514376687,3.78499297605,0.956547438049
Height,Non-brain-linked,DARs (NeuN+ vs. NeuN-),275831870,0.0983238613451,-1.80637197423e-8,2.73173128891e-8,-0.661255366354,0.7457757200234881,1,0.27173377215,0.035736991421,2.76366050349,0.363462041991
Intracarebral hemorrhage,Brain-linked (non-sig),DARs (NeuN+ vs. NeuN-),275831870,0.0983238613451,-4.31529346924e-7,3.27383625606e-7,-1.31811524209,0.9062674635702213,1,-0.329693828034,0.69768778422,-3.35314158255,7.09581351542
IQ,Brain-linked (sig),DARs (NeuN+ vs. NeuN-),275831870,0.0983238613451,9.35589087536e-8,1.59339335815e-8,5.8716768383,2.1570453925085824e-9,1.5099317747560078e-8,0.4035237286,0.0429717958382,4.10402645991,0.437043411948
Ischemic stroke,Brain-linked (non-sig),DARs (NeuN+ vs. NeuN-),275831870,0.0983238613451,3.70817899472e-8,3.17783626767e-8,1.16688799623,0.12162780206561932,0.8513946144593353,0.477962630232,0.223105203504,4.86110516505,2.26908504662
Major depressive disorder,Brain-linked (non-sig),DARs (NeuN+ vs. NeuN-),275831870,0.0983238613451,5.5349841257e-8,5.44479017346e-8,1.01656518422,0.15468016181873392,1,0.36092111654,0.193807547389,3.67073782094,1.9711140789
Neuroticism,Brain-linked (sig),DARs (NeuN+ vs. NeuN-),275831870,0.0983238613451,3.63621329835e-8,9.643780293e-9,3.770526897,8.145162154101466e-5,4.887097292460879e-4,0.320465660786,0.0485878244468,3.25928677334,0.494161069166
Openness,Brain-linked (non-sig),DARs (NeuN+ vs. NeuN-),275831870,0.0983238613451,1.06014970447e-7,5.31246488573e-8,1.99558910464,0.022989333218391753,0.13961436855421888,0.691551516939,0.265141968202,7.03340478576,2.69661875128
PTSD,Brain-linked (non-sig),DARs (NeuN+ vs. NeuN-),275831870,0.0983238613451,1.82580610224e-8,6.9119078475e-8,0.264153710166,0.395830739219205,1,-0.13935153357400001,1.19598979303,-1.41727075877,12.1637797445
Schizophrenia,Brain-linked (sig),DARs (NeuN+ vs. NeuN-),275831870,0.0983238613451,1.29103217274e-7,2.91260159983e-8,4.43257386392,4.655739367586908e-6,1.862295747034763e-5,0.31347571387,0.0284430560288,3.18819571955,0.289279282157
Subjective well-being,Brain-linked (non-sig),DARs (NeuN+ vs. NeuN-),275831870,0.0983238613451,6.39227905068e-9,3.97596293302e-9,1.60773104739,0.05394704784279925,0.2697352392139963,0.304900587453,0.0729760330104,3.1009826433,0.742200641961
Years of education,Brain-linked (sig),DARs (NeuN+ vs. NeuN-),275831870,0.0983238613451,8.17769371237e-9,4.42448227574e-9,1.84828262443,0.03228073400327188,0.12912293601308752,0.340665082356,0.0620690078447,3.46472440866,0.631271056645
ADHD,Brain-linked (sig),Brain H3K27ac,215374298,0.0745390525897,4.22364236918e-8,1.40179626723e-8,3.01302155522,0.0012933027232219002,0.006466513616109501,0.262059988077,0.0465498216534,3.51574079589,0.624502459263
Alzheimers disease,Brain-linked (non-sig),Brain H3K27ac,215374298,0.0745390525897,1.33194175788e-8,2.99143777577e-8,0.44525136664,0.32806905469283376,1,0.375587692628,0.155934497166,5.03880421845,2.09198388963
Anorexia nervosa,Brain-linked (non-sig),Brain H3K27ac,215374298,0.0745390525897,7.56157000691e-8,8.57096625313e-8,0.882230752472,0.18882601748555095,1,0.229704576247,0.156129652599,3.08166750537,2.09460205322
Anxiety disorder,Brain-linked (non-sig),Brain H3K27ac,215374298,0.0745390525897,-4.68784320367e-8,5.97738787983e-8,-0.784262841549,0.7835570509005276,1,0.0610690738602,0.374979799278,0.819289643999,5.03064885117
Autism spectrum disorder,Brain-linked (non-sig),Brain H3K27ac,215374298,0.0745390525897,1.65026068118e-7,8.37555986349e-8,1.9703287996,0.024400349918508944,0.19520279934807155,0.284589353262,0.0797512891328,3.81798994453,1.06992625157
Bipolar disorder,Brain-linked (sig),Brain H3K27ac,215374298,0.0745390525897,2.33554828309e-7,9.03616698262e-8,2.58466702484,0.004873654030425875,0.02924192418255525,0.384235570979,0.0827744675964,5.15482230629,1.11048456776
BMI,Brain-linked (sig),Brain H3K27ac,215374298,0.0745390525897,4.90954807313e-8,1.16692409343e-8,4.20725572536,1.292452876832921e-5,6.462264384164605e-5,0.263176407145,0.0249317628816,3.53071843552,0.334479202718
Childhood cognitive performance,Brain-linked (non-sig),Brain H3K27ac,215374298,0.0745390525897,1.07732208486e-7,6.52440471151e-8,1.65121897322,0.04934693513896437,0.3454285459727506,0.320928434298,0.136691891927,4.30550728978,1.83382921003
Cigarettes per day,Brain-linked (non-sig),Brain H3K27ac,215374298,0.0745390525897,6.12944549026e-8,2.99266843176e-8,2.04815389009,0.020272461445016095,0.16217969156012876,0.442281544207,0.193392603578,5.93355467827,2.59451384019
College attainment,Brain-linked (sig),Brain H3K27ac,215374298,0.0745390525897,2.30768320639e-8,1.17599256484e-8,1.96232805835,0.024862151277326525,0.06306829303691038,0.295637461963,0.0576031090414,3.9662090098,0.772791000691
Conscientiousness,Brain-linked (non-sig),Brain H3K27ac,215374298,0.0745390525897,7.06878287687e-8,6.64722838792e-8,1.0634180841,0.14379619766600138,0.8627771859960083,0.631649024928,0.38079490737,8.47406833039,5.10866309861
Coronary artery disease,Non-brain-linked,Brain H3K27ac,215374298,0.0745390525897,-2.64238850631e-8,1.80743989099e-8,-1.46195097246,0.9281226772855461,1,0.149536483333,0.0762259642042,2.00614950335,1.02263124571
Crohns disease,Non-brain-linked,Brain H3K27ac,215374298,0.0745390525897,-2.37138412733e-7,9.39533989243e-8,-2.52400036026,0.9941986095139499,1,0.0843395920457,0.0637892253144,1.13148194289,0.855782614592
Depressive symptoms,Brain-linked (sig),Brain H3K27ac,215374298,0.0745390525897,2.57086768138e-8,8.05832789554e-9,3.19032399116,7.105668797274237e-4,0.004973968158091965,0.350527685995,0.0710800641847,4.70260452496,0.953594950769
Epilepsy,Brain-linked (sig),Brain H3K27ac,215374298,0.0745390525897,1.41031678287e-7,3.31040866933e-8,4.2602497871,1.020992829566017e-5,8.167942636528137e-5,0.680855408034,0.161670376566,9.13421065038,2.16893522186
Ever smoked,Brain-linked (sig),Brain H3K27ac,215374298,0.0745390525897,3.58473680179e-8,1.5906845849e-8,2.25358115356,0.0121112650334521,0.0484450601338084,0.337785972147,0.0993526209661,4.53166441498,1.3328935305
Extraversion,Brain-linked (non-sig),Brain H3K27ac,215374298,0.0745390525897,2.89751283326e-8,1.64319861495e-8,1.7633369496,0.03892183846529435,0.2925253321569493,0.941805955148,0.685361349217,12.6350674234,9.19466139433
Focal epilepsy,Brain-linked (sig),Brain H3K27ac,215374298,0.0745390525897,1.15083988702e-7,3.95220900895e-8,2.91189024774,0.00179624419268849,0.01436995354150792,0.934283858876,0.459972403086,12.5341525874,6.17089146031
Generalized epilepsy,Brain-linked (sig),Brain H3K27ac,215374298,0.0745390525897,1.53181080637e-7,6.05971336611e-8,2.52786017064,0.0057380023769263815,0.028690011884631907,0.321703014735,0.0867303102115,4.31589889538,1.16355530689
Height,Non-brain-linked,Brain H3K27ac,215374298,0.0745390525897,-1.02928939061e-7,2.59346706761e-8,-3.96877756213,0.999963878861503,1,0.116712486847,0.0271492585495,1.56578978123,0.364228650704
Intracarebral hemorrhage,Brain-linked (non-sig),Brain H3K27ac,215374298,0.0745390525897,-2.98380664821e-7,3.88291237693e-7,-0.76844552711,0.7788887293024694,1,-0.136684564283,0.494453872668,-1.83373090392,6.63348748728
IQ,Brain-linked (sig),Brain H3K27ac,215374298,0.0745390525897,1.00438994374e-7,2.01145125846e-8,4.99335959307,2.9668964132995815e-7,1.4834482066497908e-6,0.354474608212,0.041782054998,4.75555558994,0.560539120721
Ischemic stroke,Brain-linked (non-sig),Brain H3K27ac,215374298,0.0745390525897,5.67545392654e-9,3.37091765523e-8,0.168365249674,0.43314797228078333,1,0.265524388079,0.198236902134,3.56221844595,2.65950391435
Major depressive disorder,Brain-linked (non-sig),Brain H3K27ac,215374298,0.0745390525897,2.25478368725e-8,6.15546279563e-8,0.366306118989,0.3570683320740955,1,0.250604728348,0.163182605564,3.36205947944,2.18922296292
Neuroticism,Brain-linked (sig),Brain H3K27ac,215374298,0.0745390525897,4.95155700637e-8,1.13582500745e-8,4.35943650993,6.519888905813011e-6,4.563922234069108e-5,0.326975960523,0.046444565669,4.38663960921,0.62309036747
Openness,Brain-linked (non-sig),Brain H3K27ac,215374298,0.0745390525897,1.22895561369e-7,5.98064511417e-8,2.0548880434,0.01994490979345984,0.13961436855421888,0.657798276546,0.252782742871,8.82488110181,3.39127925682
PTSD,Brain-linked (non-sig),Brain H3K27ac,215374298,0.0745390525897,1.9412559882e-7,8.74968831381e-8,2.21865730363,0.013255023920984679,0.10604019136787743,2.07418119568,3.04794761821,27.8267716535,40.8906138771
Schizophrenia,Brain-linked (sig),Brain H3K27ac,215374298,0.0745390525897,2.29054996081e-7,3.41794954743e-8,6.70153239253,1.0312256166166799e-11,6.187353699700079e-11,0.335638574152,0.027341362118,4.5028553824,0.366805871124
Subjective well-being,Brain-linked (non-sig),Brain H3K27ac,215374298,0.0745390525897,4.54485459588e-9,4.08434773451e-9,1.11274918085,0.13290808339588722,0.2697352392139963,0.243024923961,0.0636429319687,3.26037044365,0.85381997433
Years of education,Brain-linked (sig),Brain H3K27ac,215374298,0.0745390525897,6.55862290388e-9,4.98252574464e-9,1.3163249404,0.09403250167152735,0.17200325253163018,0.263716955983,0.0543002342309,3.53797032322,0.728480338082
ADHD,Brain-linked (sig),CNS (LDSC),338759531,0.148809316913,3.71737910968e-8,8.90450518728e-9,4.17471721504,1.4917821392933743e-5,1.1934257114346994e-4,0.382322977969,0.0543661232147,2.56921398404,0.365340855952
Alzheimers disease,Brain-linked (non-sig),CNS (LDSC),338759531,0.148809316913,7.75218018665e-9,1.59155772208e-8,0.487081309029,0.31310035571319017,1,0.713782367323,0.179955686148,4.79662417736,1.20930389226
Anorexia nervosa,Brain-linked (non-sig),CNS (LDSC),338759531,0.148809316913,8.18501335993e-9,5.28441313238e-8,0.154889732405,0.4384541241564032,1,0.180464494674,0.155919081954,1.21272309031,1.0477776875
Anxiety disorder,Brain-linked (non-sig),CNS (LDSC),338759531,0.148809316913,1.5547407353e-8,3.80027025108e-8,0.409113203161,0.34122829368595375,1,1.01636406936,0.54828201904,6.8299760421,3.68446029061
Autism spectrum disorder,Brain-linked (non-sig),CNS (LDSC),338759531,0.148809316913,3.99942276946e-8,5.13051208997e-8,0.779536759553,0.21783179620798998,0.8713271848319599,0.282817969077,0.0944258385974,1.9005393946,0.634542517606
Bipolar disorder,Brain-linked (sig),CNS (LDSC),338759531,0.148809316913,1.88898148279e-7,5.26490789831e-8,3.58787184748,1.6669403660537832e-4,0.0013335522928430265,0.650995291795,0.093032453425,4.37469444318,0.625178956229
BMI,Brain-linked (sig),CNS (LDSC),338759531,0.148809316913,3.21457947787e-8,6.27844606432e-9,5.12002403929,1.5274835585598225e-7,1.221986846847858e-6,0.373529941865,0.0331918975107,2.51012469926,0.223049861387
Childhood cognitive performance,Brain-linked (non-sig),CNS (LDSC),338759531,0.148809316913,5.10325587183e-8,3.75223522841e-8,1.36005755535,0.08690585562030638,0.5214351337218383,0.346708666587,0.145706186446,2.3298854788,0.979146934268
Cigarettes per day,Brain-linked (non-sig),CNS (LDSC),338759531,0.148809316913,1.7260683389e-8,1.76539870613e-8,0.977721538427,0.16410603307695057,1,0.286188309824,0.181339236055,1.92318811591,1.21860136057
College attainment,Brain-linked (sig),CNS (LDSC),338759531,0.148809316913,2.94404570985e-8,7.07435306791e-9,4.16157588063,1.5802947011611e-5,1.1062062908127701e-4,0.489973077227,0.070503984344,3.29262365684,0.473787433518
Conscientiousness,Brain-linked (non-sig),CNS (LDSC),338759531,0.148809316913,-2.05310020752e-8,4.03887034435e-8,-0.508335260227,0.6943908769294657,1,0.608612997368,0.392711460555,4.08988502865,2.63902468408
Coronary artery disease,Non-brain-linked,CNS (LDSC),338759531,0.148809316913,-1.09779657267e-8,1.05562467245e-8,-1.03994971065,0.8508183672981513,1,0.392456216198,0.0815899980478,2.63730943961,0.548285549186
Crohns disease,Non-brain-linked,CNS (LDSC),338759531,0.148809316913,-1.51341497393e-7,6.06688094035e-8,-2.49455195975,0.9936941869773098,1,0.317372743712,0.0791665149412,2.132747803,0.531999720066
Depressive symptoms,Brain-linked (sig),CNS (LDSC),338759531,0.148809316913,1.38587962794e-8,4.63954742851e-9,2.98710089571,0.0014081837835557697,0.008449102701334619,0.447553220866,0.0750420775323,3.00756182576,0.504283462144
Epilepsy,Brain-linked (sig),CNS (LDSC),338759531,0.148809316913,7.32220657426e-8,2.03150623447e-8,3.6043239494,1.5648325169304953e-4,9.388995101582971e-4,0.599277561189,0.177799356162,4.02715081031,1.19481333461
Ever smoked,Brain-linked (sig),CNS (LDSC),338759531,0.148809316913,3.3459583522e-8,9.41534162472e-9,3.55373016251,1.8990434537281237e-4,0.0013293304176096865,0.533050870749,0.112981157026,3.58210683179,0.759234430811
Extraversion,Brain-linked (non-sig),CNS (LDSC),338759531,0.148809316913,-1.25995079862e-9,1.14042316328e-8,-0.110480989793,0.5439860372416286,1,0.375059623832,0.592067645759,2.52040417637,3.97870011126
Focal epilepsy,Brain-linked (sig),CNS (LDSC),338759531,0.148809316913,5.16582644181e-8,2.28910336828e-8,2.25670300144,0.012013319591804884,0.0840932371426342,0.260717301865,0.39437616534,1.75202270444,2.65021151579
Generalized epilepsy,Brain-linked (sig),CNS (LDSC),338759531,0.148809316913,1.40229777048e-7,3.81736671423e-8,3.67346884767,1.1963993044961884e-4,9.571194435969507e-4,0.452863357757,0.0999743833438,3.04324599528,0.671828790142
Height,Non-brain-linked,CNS (LDSC),338759531,0.148809316913,-5.64725784861e-8,1.73188778676e-8,-3.26075274148,0.9994444155521734,1,0.36429806035,0.0340114200971,2.44808636923,0.228557060825
Intracarebral hemorrhage,Brain-linked (non-sig),CNS (LDSC),338759531,0.148809316913,6.3648537022e-8,2.28168451137e-7,0.278954152973,0.39014000461915516,1,0.474926741722,0.484724908629,3.19151214167,3.25735591483
IQ,Brain-linked (sig),CNS (LDSC),338759531,0.148809316913,7.89465574201e-8,1.19515240768e-8,6.60556401951,1.980033634153127e-11,1.5840269073225017e-10,0.503753838038,0.0481896443723,3.38523049825,0.323834860423
Ischemic stroke,Brain-linked (non-sig),CNS (LDSC),338759531,0.148809316913,1.80807568406e-8,1.99567112461e-8,0.905998820027,0.18246823849720833,1,0.533515615232,0.237612607602,3.58522991906,1.59675894313
Major depressive disorder,Brain-linked (non-sig),CNS (LDSC),338759531,0.148809316913,5.85272718297e-8,3.97156879334e-8,1.4736562521,0.07028708370310674,0.5622966696248539,0.564317427214,0.202040851878,3.79221838336,1.35771641231
Neuroticism,Brain-linked (sig),CNS (LDSC),338759531,0.148809316913,2.83363888786e-8,5.96762964644e-9,4.74834910298,1.0254190784838855e-6,8.203352627871084e-6,0.367950491305,0.046138739393,2.47263073937,0.310052759801
Openness,Brain-linked (non-sig),CNS (LDSC),338759531,0.148809316913,8.03155035895e-8,3.500850273e-8,2.29417133914,0.01089032945263703,0.08712263562109623,0.806585218332,0.298309217209,5.42026020321,2.00464072678
PTSD,Brain-linked (non-sig),CNS (LDSC),338759531,0.148809316913,5.43594589758e-8,5.46565994e-8,0.994563503265,0.1599743027501189,1,0.208507826824,1.36821688018,1.40117454437,9.19443021822
Schizophrenia,Brain-linked (sig),CNS (LDSC),338759531,0.148809316913,1.82347898684e-7,2.05208385752e-8,8.88598670152,3.16779682130764e-19,2.534237457046112e-18,0.488763839098,0.0280362392352,3.28449756531,0.188403789606
Subjective well-being,Brain-linked (non-sig),CNS (LDSC),338759531,0.148809316913,6.50140648375e-9,2.88447774533e-9,2.25392846045,0.0121003344473876,0.0889109823926448,0.488624801843,0.0757618033244,3.28356323366,0.509120026191
Years of education,Brain-linked (sig),CNS (LDSC),338759531,0.148809316913,8.6853604744e-9,3.11691799404e-9,2.78652197171,0.002663850310843659,0.015983101865061956,0.438669533166,0.0675339770991,2.94786336141,0.453828957084
ADHD,Brain-linked (sig),chromHMM (union),498122600,0.10879462383,3.40527109357e-8,9.5973885773e-9,3.54812256078,1.9399381821465111e-4,0.0011639629092879066,0.284996132639,0.0459934251505,2.61957919065,0.422754576756
Alzheimers disease,Brain-linked (non-sig),chromHMM (union),498122600,0.10879462383,1.8637460369e-9,1.92178094684e-8,0.0969801495831,0.46137107923515897,1,0.538335304926,0.14861186116,4.94817929394,1.36598533943
Anorexia nervosa,Brain-linked (non-sig),chromHMM (union),498122600,0.10879462383,-1.70331055306e-8,5.75065339358e-8,-0.296194264631,0.6164591357001262,1,0.143822543711,0.137518257611,1.32196370232,1.26401703292
Anxiety disorder,Brain-linked (non-sig),chromHMM (union),498122600,0.10879462383,1.44052279543e-8,3.98945389732e-8,0.361082702673,0.3590188117356056,1,0.869337461128,0.48764219051,7.9906288613,4.48222690924
Autism spectrum disorder,Brain-linked (non-sig),chromHMM (union),498122600,0.10879462383,-5.9411893317e-9,5.37297830644e-8,-0.110575345606,0.5440234505361388,1,0.143154726965,0.0766602318263,1.31582537745,0.704632537232
Bipolar disorder,Brain-linked (sig),chromHMM (union),498122600,0.10879462383,1.84346405987e-7,6.27738070731e-8,2.93667716811,0.001658746305181081,0.011611224136267567,0.50548959016,0.0859844192786,4.64627361505,0.790337024495
BMI,Brain-linked (sig),chromHMM (union),498122600,0.10879462383,3.79067214909e-8,7.73307530957e-9,4.90189477969,4.7458337282622723e-7,3.3220836097835907e-6,0.303882762433,0.0257196695316,2.79317811613,0.236405703023
Childhood cognitive performance,Brain-linked (non-sig),chromHMM (union),498122600,0.10879462383,8.74814002701e-8,4.23935541287e-8,2.0635542848,0.01952999791213653,0.15623998329709224,0.284468799261,0.129052600046,2.614732137,1.18620383529
Cigarettes per day,Brain-linked (non-sig),chromHMM (union),498122600,0.10879462383,1.92871615401e-8,2.16608264558e-8,0.890416696676,0.18662109014166667,1,0.199224315084,0.160283851635,1.83119632267,1.47326996493
College attainment,Brain-linked (sig),chromHMM (union),498122600,0.10879462383,3.67377427625e-8,7.36729231396e-9,4.98660039495,3.072549050439594e-7,2.458039240351675e-6,0.452512537899,0.0632808022274,4.15932811723,0.581653761921
Conscientiousness,Brain-linked (non-sig),chromHMM (union),498122600,0.10879462383,-3.81991570307e-8,4.11411756613e-8,-0.928489680147,0.823423190752165,1,0.388008569711,0.309690885396,3.56643146557,2.84656423723
Coronary artery disease,Non-brain-linked,chromHMM (union),498122600,0.10879462383,-3.35942804822e-9,1.26823162168e-8,-0.264890733743,0.6044531815804947,1,0.382484792333,0.0747550221669,3.51565894406,0.687120553713
Crohns disease,Non-brain-linked,chromHMM (union),498122600,0.10879462383,-4.3997607363e-9,6.57017254017e-8,-0.0669656802679,0.5266954874874994,1,0.366484922858,0.0692919983103,3.36859405325,0.636906456139
Depressive symptoms,Brain-linked (sig),chromHMM (union),498122600,0.10879462383,1.67866293283e-8,5.03323092447e-9,3.33515977713,4.262520062815476e-4,0.003410016050252381,0.400620944093,0.064582172717,3.68235975263,0.593615478813
Epilepsy,Brain-linked (sig),chromHMM (union),498122600,0.10879462383,8.83541188193e-8,2.40316747592e-8,3.67656934878,1.1819580658507601e-4,8.27370646095532e-4,0.601522895789,0.174641423828,5.52897629142,1.6052394657
Ever smoked,Brain-linked (sig),chromHMM (union),498122600,0.10879462383,3.91928926511e-8,1.08339610346e-8,3.61759586599,1.4867610433191424e-4,0.001189408834655314,0.453622975043,0.098005967802400007,4.16953484533,0.900834658483
Extraversion,Brain-linked (non-sig),chromHMM (union),498122600,0.10879462383,6.43802345633e-9,1.32393706806e-8,0.486278661702,0.3133848030604892,1,0.552963379992,0.607703398485,5.08263515721,5.58578518949
Focal epilepsy,Brain-linked (sig),chromHMM (union),498122600,0.10879462383,5.649280687e-8,2.63998409815e-8,2.13989193759,0.016181750414744317,0.0970905024884659,0.370401094197,0.358376281731,3.40459005379,3.29406241885
Generalized epilepsy,Brain-linked (sig),chromHMM (union),498122600,0.10879462383,1.43139285887e-7,4.21605377847e-8,3.39510104492,3.430163819186101e-4,0.0024011146734302705,0.38027208994,0.0889555780014,3.49532060091,0.817646818106
Height,Non-brain-linked,chromHMM (union),498122600,0.10879462383,-6.72028394468e-8,2.41708352057e-8,-2.78032756728,0.9972847954656217,1,0.300977125614,0.0307198409684,2.76647057565,0.282365432105
Intracarebral hemorrhage,Brain-linked (non-sig),chromHMM (union),498122600,0.10879462383,-4.2505156768e-8,2.53656949687e-7,-0.167569454811,0.5665389985532268,1,0.279455684824,0.408869636196,2.56865344065,3.75817868387
IQ,Brain-linked (sig),chromHMM (union),498122600,0.10879462383,7.91681634171e-8,1.38350156219e-8,5.72230386873,5.254456497608453e-9,3.152673898565072e-8,0.39033786389,0.0413023629246,3.58784147736,0.379636065374
Ischemic stroke,Brain-linked (non-sig),chromHMM (union),498122600,0.10879462383,1.6790823513e-8,2.42380489976e-8,0.692746496001,0.2442343272357698,1,0.434972132924,0.202792925719,3.99810319308,1.8639976736
Major depressive disorder,Brain-linked (non-sig),chromHMM (union),498122600,0.10879462383,3.24430017909e-8,4.31690526602e-8,0.751533790797,0.22616573629518302,1,0.384067618963,0.162284678781,3.53020770185,1.49166082907
Neuroticism,Brain-linked (sig),chromHMM (union),498122600,0.10879462383,2.35959862636e-8,6.62431649923e-9,3.56202579788,1.8400210601268342e-4,9.200105300634171e-4,0.269996725226,0.0386890962104,2.48171017759,0.355615882922
Openness,Brain-linked (non-sig),chromHMM (union),498122600,0.10879462383,5.227024236e-8,4.33685705055e-8,1.20525628931,0.11405218910783785,0.3691240248163245,0.55763288424,0.257661165399,5.12555551562,2.36832626769
PTSD,Brain-linked (non-sig),chromHMM (union),498122600,0.10879462383,6.90219450229e-8,6.48339040974e-8,1.06459646359,0.14352929042259155,1,0.522608159433,1.55051010293,4.80362118124,14.2517162003
Schizophrenia,Brain-linked (sig),chromHMM (union),498122600,0.10879462383,1.91451921692e-7,2.35491609163e-8,8.12988294456,2.1485258854043844e-16,1.5039681197830692e-15,0.403068837938,0.0256020533104,3.70485988874,0.235324618159
